product_id,seller_id,price_band,items,gmv,avg_price,avg_review,freight_ratio,months_active,velocity,score,reason
ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,中高价带(50-100),2,121.2,60.6,3.0,0.384,2,1.0,0.2835,综合分末位15%
ce4564d6cb17bf0139f4a0860565c338,6426d21aca402a131fc0a5d0960a3c90,中高价带(50-100),1,59.9,59.9,3.0,0.328,1,1.0,0.2833,综合分末位15%
72a26085dd4fbd27f7206188081008d9,93b9a99027bd8bd6af682aff18dd19bf,中高价带(50-100),1,73.0,73.0,3.0,0.343,1,1.0,0.2833,综合分末位15%
b0141fc41043ae23a16677f3a7e282b3,65febd49fd28ec955651299159b1f527,高价带(100+),1,139.99,139.99,3.0,0.415,1,1.0,0.2832,综合分末位15%
54234b8d25e66201fe043b2fdcfa8e6e,57c764b4a836300be881e2ff86e449f9,中价带(25-50),1,44.9,44.9,3.0,0.323,1,1.0,0.2831,综合分末位15%
9aa70106d14b83c7ad033592870b2b30,0be8ff43f22e456b4e0371b2245e4d01,中价带(25-50),1,47.9,47.9,3.0,0.33,1,1.0,0.283,综合分末位15%
416c4340800aa9bce887e000e96390a9,53e4c6e0f4312d4d2107a8c9cddf45cd,中高价带(50-100),2,144.0,72.0,3.0,0.205,3,0.667,0.2829,综合分末位15%
d6771ada82143b0a04ba2cf7690bfcc7,0bae85eb84b9fb3bd773911e89288d54,中价带(25-50),2,91.96,45.98,3.0,0.384,2,1.0,0.2827,综合分末位15%
70c6bcc1ade2c8284d07bddfe37dcfee,ca3bd7cd9f149df75950150d010fe4a2,中价带(25-50),1,34.2,34.2,3.0,0.343,1,1.0,0.2823,综合分末位15%
2f99595908b6d745c8fbcf4518699aed,c68fb906c8f4b4b946d8386bfa6e5467,中价带(25-50),1,36.75,36.75,3.0,0.345,1,1.0,0.2823,综合分末位15%
34ca28e1d0a2055f325d4275bad02073,f8db351d8c4c4c22c6835c19a46f01b0,高价带(100+),2,360.8,180.4,3.0,0.151,9,0.222,0.2822,综合分末位15%
3a840a54907a1cb180954630cda7928f,152ee17e4c8aaf53dac99f3462e4999b,低价带(<25),1,5.99,5.99,4.0,2.803,1,1.0,0.2821,综合分末位15%
add1fea8b7d998995db3a2ecbf410a54,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),1,39.9,39.9,3.0,0.364,1,1.0,0.2819,综合分末位15%
0786b87f44a44896ee0a59373edfcc50,8e6cc767478edae941d9bd9eb778d77a,中高价带(50-100),1,50.9,50.9,3.0,0.378,1,1.0,0.2818,综合分末位15%
e9cb5c8cc2d24f0967c0725cb73c2536,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),1,43.0,43.0,3.0,0.375,1,1.0,0.2817,综合分末位15%
ab464d315185546c908a888506fc22c1,98dac6635aee4995d501a3972e047414,中价带(25-50),1,38.9,38.9,3.0,0.37,1,1.0,0.2817,综合分末位15%
683d1efd7b8fb9bbe7e78c7436f27248,8e6cc767478edae941d9bd9eb778d77a,中价带(25-50),1,39.9,39.9,3.0,0.39,1,1.0,0.2812,综合分末位15%
e0a35b4c1be73785b8637ee21d5dcd02,f3da5b2ff499efb8d4a6d371d175d7dd,低价带(<25),2,44.3,22.15,3.0,0.401,2,1.0,0.2811,综合分末位15%
04e1e16bdb6952a60aa9c37334dc8eb3,f0ec78809fe0bc3edb11c9fe5b97b059,中价带(25-50),1,37.9,37.9,3.0,0.406,1,1.0,0.2808,综合分末位15%
2284b28ca179d66957a67ef01a5b7d6c,8e6cc767478edae941d9bd9eb778d77a,中价带(25-50),1,35.0,35.0,3.0,0.403,1,1.0,0.2808,综合分末位15%
5bb4f7ac197ab2d099e968a3d3810915,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),1,35.99,35.99,3.0,0.42,1,1.0,0.2804,综合分末位15%
b744e6c9118fe1df001c94ef9a4d7ab5,68ca56ce86830f3d31b1b7ec6a54da3e,中价带(25-50),1,46.99,46.99,3.0,0.459,1,1.0,0.2797,综合分末位15%
d144b22a69d676d4a756e2da50ec9487,4992e76a42cb3aad7a7047e0d3d7e729,中价带(25-50),1,28.9,28.9,3.0,0.439,1,1.0,0.2797,综合分末位15%
7d54806a8bae9f24cbd6c2125d463ace,cd06602b43d8800bd0afad514919d35c,中价带(25-50),1,25.0,25.0,3.0,0.438,1,1.0,0.2797,综合分末位15%
5173e870df52b09d6b76f88504a1991d,0adac9fbd9a2b63cccaac4f8756c1ca8,低价带(<25),2,27.0,13.5,3.0,1.138,1,2.0,0.2792,综合分末位15%
cdba44bccdafa757b44f7f41b70f4e23,8e6cc767478edae941d9bd9eb778d77a,高价带(100+),3,458.16,152.72,2.67,0.098,3,1.0,0.2787,差评硬规则(均分<3.0且销量≥3)
97a0fca3502276570a22f65e739f3dcd,e333046ce6517bd8bb510291d44f0130,中价带(25-50),1,39.0,39.0,3.0,0.495,1,1.0,0.2786,综合分末位15%
d926e6d3f3a790d09e925e886eb8031a,594f9aaa48e5bf431f011ddc5669b0d5,中价带(25-50),1,35.9,35.9,3.0,0.503,1,1.0,0.2783,综合分末位15%
0891f8ac9e3d7252ec5c162da0b0b86c,994f04b3718c2bab35c2adfa8afecd2a,中价带(25-50),2,75.8,37.9,3.0,0.325,3,0.667,0.2781,综合分末位15%
a573ca6c2020041316ed95965ae0887f,6edacfd9f9074789dad6d62ba7950b9c,中价带(25-50),1,27.9,27.9,3.0,0.505,1,1.0,0.278,综合分末位15%
0d87a475cd933bc600f92e0b346e9c0c,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),3,107.7,35.9,3.0,0.254,6,0.5,0.2779,综合分末位15%
ba2b57d0310d7cf65e8538089a9e72f4,0adac9fbd9a2b63cccaac4f8756c1ca8,中价带(25-50),2,93.8,46.9,3.0,0.355,3,0.667,0.2778,综合分末位15%
2988acfdcc0351677a6a53f4f51b24cf,f356c348fbc8df6a882823e21f5ce8b7,中高价带(50-100),2,195.18,97.59,2.5,0.156,1,2.0,0.2769,综合分末位15%
47c064333cf67e5cdc8243db3f095767,b499c00f28f4b7069ff6550af8c1348a,低价带(<25),4,99.96,24.99,2.0,0.18,1,4.0,0.2768,差评硬规则(均分<3.0且销量≥3)
013fef6ee8c8f3ff998e8f0a950a0495,4c18691b6037662be2df78a765d98ab5,低价带(<25),1,13.5,13.5,3.0,0.547,1,1.0,0.2766,综合分末位15%
0d5837a2580f92e18e2d1b5f7fa70c2d,729f06993dac8e860d4f02d7088ca48a,高价带(100+),6,2399.4,399.9,2.0,0.263,9,0.667,0.2766,差评硬规则(均分<3.0且销量≥3)
7ef399e57cdf7ead307d018f4f82102b,e45edf75f568ed2f93f78d060e246e25,低价带(<25),1,22.9,22.9,3.0,0.583,1,1.0,0.276,综合分末位15%
478cf0d317ccab62d1483a637de8df14,6cd68b3ed6d59aaa9fece558ad360c0a,中价带(25-50),1,32.0,32.0,3.0,0.604,1,1.0,0.2757,综合分末位15%
226be9996759442f90f73b7d24c6baff,c6a7539d424a8402232c2228d7a03c5e,中价带(25-50),15,607.5,40.5,2.6,0.648,9,1.667,0.2757,差评硬规则(均分<3.0且销量≥3)
dac245c10d9ccd0f3dd3b14f4b7c4b7f,3361277dc30b7cccdb0c286b24219756,低价带(<25),4,57.47,14.37,3.25,0.915,9,0.444,0.2746,综合分末位15%
5315eb668c882a11354fcd9c4d27e254,0bae85eb84b9fb3bd773911e89288d54,低价带(<25),1,24.95,24.95,3.0,0.646,1,1.0,0.2744,综合分末位15%
d4a3b5aa064bf44e74f1e71862bea22a,57c764b4a836300be881e2ff86e449f9,低价带(<25),8,89.2,11.15,3.38,1.363,14,0.571,0.2744,综合分末位15%
bf6e9b07b37b073afbd4420d91518a9b,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),3,137.4,45.8,3.0,0.38,7,0.429,0.2742,综合分末位15%
5b72869222be7f5cc7329bf74f01f6bc,4c18691b6037662be2df78a765d98ab5,中价带(25-50),1,30.0,30.0,3.0,0.68,1,1.0,0.2737,综合分末位15%
9ed0c78e13f71131885275746cc69687,febab0275244b9a49a623f0bd613ca2f,中高价带(50-100),3,221.97,73.99,3.0,0.873,3,1.0,0.2737,综合分末位15%
a7d2c99f1d0e7ddfbce06d48f12b61a2,99a54764c341d5dc80b4a8fac4eba3fb,低价带(<25),5,99.5,19.9,2.6,0.776,2,2.5,0.2737,差评硬规则(均分<3.0且销量≥3)
b984d2ef473c9daeaee1f7754f0076fb,4c18691b6037662be2df78a765d98ab5,中价带(25-50),1,26.85,26.85,3.0,0.681,1,1.0,0.2736,综合分末位15%
c1b63d4c57e9d56a827fdb72afeaa246,138dbe45fc62f1e244378131a6801526,中价带(25-50),1,32.9,32.9,3.0,0.695,1,1.0,0.2734,综合分末位15%
3ece0f08943c87ee3e0f6bfb045250f3,5b35136197710e16ac5e7b7c2bd4ea85,高价带(100+),4,859.6,214.9,2.5,0.078,6,0.667,0.2731,差评硬规则(均分<3.0且销量≥3)
1c02c66278df52e0e945f9cdcd9259ac,8f119a0aee85c0c8fc534629734e94fd,中价带(25-50),2,59.98,29.99,3.0,0.509,3,0.667,0.2731,综合分末位15%
230907d5dd938f510eefba95ef295da8,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),2,64.0,32.0,3.0,0.26,7,0.286,0.2729,综合分末位15%
ddccf31eab44aaa16cb1a7703a65b696,daeb5653dd96c1b11860f72209795012,低价带(<25),1,19.9,19.9,3.0,0.709,1,1.0,0.2727,综合分末位15%
c1568069089eb4c961506f6198bdc9f9,0bae85eb84b9fb3bd773911e89288d54,低价带(<25),1,24.95,24.95,3.0,0.718,1,1.0,0.2726,综合分末位15%
b1ff030591e1d0e0069e54d11c5c21d5,9c54608f0996c32ae4743089d915f845,中高价带(50-100),1,79.9,79.9,3.0,0.786,1,1.0,0.2723,综合分末位15%
7eb96ea641252f20b26fd6878d009a1d,955fee9216a65b617aa5c0531780ce60,中价带(25-50),2,80.0,40.0,2.5,0.257,1,2.0,0.2715,综合分末位15%
2794308672e65bc5a970a627ddb9b0f1,dbb9b48c841a0e39e21f98e1a6b2ec3e,低价带(<25),1,14.5,14.5,3.0,0.756,1,1.0,0.2714,综合分末位15%
891fb188da14116c09b14fcff8fb1a03,4830e40640734fc1c52cd21127c341d4,低价带(<25),1,24.0,24.0,3.0,0.795,1,1.0,0.2706,综合分末位15%
d11a48745339809b07eebc4a9c8c0a89,2a84855fd20af891be03bc5924d2b453,低价带(<25),1,18.9,18.9,3.0,0.806,1,1.0,0.2702,综合分末位15%
d2797d29d3fe4ed73ad93ecbca2ce7c8,0bae85eb84b9fb3bd773911e89288d54,低价带(<25),1,24.28,24.28,3.0,0.835,1,1.0,0.2696,综合分末位15%
7052c556fc966a2321d570f3c5a8790f,99a54764c341d5dc80b4a8fac4eba3fb,低价带(<25),2,15.0,7.5,3.0,1.523,1,2.0,0.2692,综合分末位15%
f9e110c72727fb5733e1a7e6a7a230c5,3d5d0dc7073a299e31fa718ce1bc00b6,低价带(<25),4,40.0,10.0,3.0,1.106,3,1.333,0.2689,综合分末位15%
41801d2ed5124923137ec39aeeea1e93,3be634553519fb6536a03e1358e9fdc7,中高价带(50-100),9,542.19,60.24,2.56,0.303,9,1.0,0.2688,差评硬规则(均分<3.0且销量≥3)
b70722d88b1dddd6ecbb159db90faf61,a218df5c097b0ca409cfaac1488cc7f6,低价带(<25),1,14.9,14.9,3.0,0.858,1,1.0,0.2688,综合分末位15%
09e90effb944a6866b1d4b058a15f70c,f3da5b2ff499efb8d4a6d371d175d7dd,低价带(<25),2,38.66,19.33,3.0,0.894,2,1.0,0.2685,综合分末位15%
3cd567828508afb8dc38c1eaa13df9ac,98dac6635aee4995d501a3972e047414,低价带(<25),1,9.9,9.9,3.0,0.897,1,1.0,0.2677,综合分末位15%
d498e8a880bdf3d26e2b9b3e92c4f424,98dac6635aee4995d501a3972e047414,中高价带(50-100),3,173.22,57.74,2.67,0.299,3,1.0,0.2663,差评硬规则(均分<3.0且销量≥3)
506d34b59d14e8b54ca767f075417db3,3092c0b297aacfb4bb6e056ebe13b9b8,低价带(<25),1,18.9,18.9,3.0,0.967,1,1.0,0.2662,综合分末位15%
1e6742b4c9ab3675bfe578670f264ce2,53e4c6e0f4312d4d2107a8c9cddf45cd,中价带(25-50),4,117.99,29.5,3.0,0.585,15,0.267,0.2658,综合分末位15%
c24296567cc15dfc3744439670716c4d,f52c2422904463fdd7741f99045fecb6,低价带(<25),1,12.9,12.9,3.0,0.991,1,1.0,0.2654,综合分末位15%
2a149f2dc4ecc44e7e34f558886d59e4,9315e491484b1b0081ca166fc164108d,中价带(25-50),1,29.99,29.99,3.0,1.014,1,1.0,0.2653,综合分末位15%
237629a2fbb505d4db6ef67408dcf5bf,7b7ed56ae755e2880f2b69632e839c1e,低价带(<25),1,18.9,18.9,3.0,1.007,1,1.0,0.2652,综合分末位15%
d338b69b9fffb4c3bd206b5350406873,ca3bd7cd9f149df75950150d010fe4a2,低价带(<25),1,18.25,18.25,3.0,1.019,1,1.0,0.2649,综合分末位15%
6917f21a7df770ef60ec45dd4714abaf,7dc8c42cc750eeafea6c85712ffee9bf,高价带(100+),2,379.98,189.99,2.5,0.155,2,1.0,0.2646,综合分末位15%
501ae028cdc334d0292eb35591ccb5d6,99a54764c341d5dc80b4a8fac4eba3fb,低价带(<25),1,15.9,15.9,3.0,1.128,1,1.0,0.2621,综合分末位15%
a5e242d7d26774906928c7c4aa3916bd,0adac9fbd9a2b63cccaac4f8756c1ca8,低价带(<25),4,31.7,7.93,3.5,1.925,13,0.308,0.2618,综合分末位15%
271a16e4751b04867238b601ad652692,0adac9fbd9a2b63cccaac4f8756c1ca8,低价带(<25),1,12.69,12.69,3.0,1.149,1,1.0,0.2614,综合分末位15%
2ac7c9339ff85fff3e1aee3eaf7bb315,ffdd9f82b9a447f6f8d4b91554cc7dd3,低价带(<25),1,13.0,13.0,3.0,1.172,1,1.0,0.2609,综合分末位15%
74104f4d2a450d95d04f0bed142b082c,53e4c6e0f4312d4d2107a8c9cddf45cd,高价带(100+),2,344.0,172.0,2.5,0.28,2,1.0,0.2605,综合分末位15%
a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,中价带(25-50),9,345.9,38.43,2.0,0.4,3,3.0,0.2605,差评硬规则(均分<3.0且销量≥3)
03137dc3af3dc8138e070c4536407618,0bae85eb84b9fb3bd773911e89288d54,高价带(100+),2,215.7,107.85,2.5,0.176,2,1.0,0.2599,综合分末位15%
de17feec1983829fec4bc58cadaa43f3,835f0f7810c76831d6c7d24c7a646d4d,中高价带(50-100),10,699.0,69.9,2.3,0.252,9,1.111,0.2597,差评硬规则(均分<3.0且销量≥3)
86df1e9a07c3d463f6a6c3f776051e9d,cd06602b43d8800bd0afad514919d35c,高价带(100+),2,232.2,116.1,2.5,0.201,2,1.0,0.2597,综合分末位15%
205204e979a44d5dca4251324f853a46,f8db351d8c4c4c22c6835c19a46f01b0,中价带(25-50),4,103.6,25.9,2.5,0.355,3,1.333,0.2582,差评硬规则(均分<3.0且销量≥3)
c7aa6e6a39fc78bf4285e9ec06823bd4,99a54764c341d5dc80b4a8fac4eba3fb,低价带(<25),2,15.5,7.75,3.0,1.309,2,1.0,0.2575,综合分末位15%
1ec5253cf0b6d3a31b822770cfa139b5,7040e82f899a04d1b434b795a43b4617,高价带(100+),3,479.7,159.9,2.33,0.165,3,1.0,0.2563,差评硬规则(均分<3.0且销量≥3)
50bad34e680f8a231096d72eb998a877,7b7ed56ae755e2880f2b69632e839c1e,低价带(<25),1,24.9,24.9,3.0,1.489,1,1.0,0.2532,综合分末位15%
4c5f70248102ed45620167bb6f80d2ef,5d3bb11474a06bdc23fb9e89f1164ee0,中高价带(50-100),2,179.6,89.8,2.5,0.2,3,0.667,0.2527,综合分末位15%
e0bb3159111d86828b5caef8725ff055,cd06602b43d8800bd0afad514919d35c,高价带(100+),6,606.0,101.0,2.17,0.2,5,1.2,0.2521,差评硬规则(均分<3.0且销量≥3)
a2a91fe6d8762e0371abd964cef88ec6,4992e76a42cb3aad7a7047e0d3d7e729,中价带(25-50),5,125.0,25.0,2.6,0.592,6,0.833,0.2505,差评硬规则(均分<3.0且销量≥3)
338bf1554cc911be551275c6c6c396c7,3be634553519fb6536a03e1358e9fdc7,中高价带(50-100),2,161.57,80.79,2.5,0.168,4,0.5,0.2502,综合分末位15%
2b2e55ad3e118ae57401cf2b747ca428,45c20d94d9171b0bcfab3c955e47d67b,低价带(<25),1,6.99,6.99,3.0,1.695,1,1.0,0.2476,综合分末位15%
e8de73291c6283e59972a8c25edf40be,59b22a78efb79a4797979612b885db36,中高价带(50-100),2,118.0,59.0,2.5,0.235,4,0.5,0.2474,综合分末位15%
29d78eec0b549067b52a07635d049c8b,14f2b3587172b9db894c9bad8dab520b,高价带(100+),2,244.0,122.0,2.5,0.353,5,0.4,0.2459,综合分末位15%
865cf360a28190ff9c1cf3ee412c55ba,7b7f91e98f8c6def45a1407923304402,低价带(<25),2,37.98,18.99,2.5,0.596,2,1.0,0.2448,综合分末位15%
2f2155ee7545c9ca31ac68685224bc4a,739c7d7be81f63812dea0d1b1451c651,中价带(25-50),1,27.6,27.6,3.0,1.901,1,1.0,0.2429,综合分末位15%
1c27515baa5bece76d41e2353efcdd8e,c6381d2d013342748761e906d45aff76,中高价带(50-100),3,237.0,79.0,2.33,0.312,4,0.75,0.2421,差评硬规则(均分<3.0且销量≥3)
2b25ef4ad1788c0699dff628cdbbfbd0,1f867308a0ce13133a4e639ff4de0c02,中价带(25-50),2,55.0,27.5,2.5,0.395,4,0.5,0.2417,综合分末位15%
5b15ec157adf95b76075f045c18ba7c0,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),2,79.8,39.9,2.0,0.208,1,2.0,0.2414,综合分末位15%
4cb1a2850af275025f76f015e0cc79cf,ca3bd7cd9f149df75950150d010fe4a2,中价带(25-50),6,178.5,29.75,1.0,0.558,1,6.0,0.241,差评硬规则(均分<3.0且销量≥3)
e4176515d2055eb7771645c597f8b40c,8b28d096634035667e8263d57ba3368c,中价带(25-50),4,139.6,34.9,2.5,0.441,10,0.4,0.241,差评硬规则(均分<3.0且销量≥3)
5d983d66e379e5200d979878175c7af4,95e03ca3d4146e4011985981aeb959b9,中价带(25-50),2,76.0,38.0,2.0,0.242,1,2.0,0.2405,综合分末位15%
fc64f94fa41c3384cce3defbe89db72f,4830e40640734fc1c52cd21127c341d4,中高价带(50-100),3,179.97,59.99,1.67,0.236,1,3.0,0.2397,差评硬规则(均分<3.0且销量≥3)
1dddcf66e6d46f1b94005221d92c6eca,f43827dd686be3a4a80e00aa299990fb,中价带(25-50),2,95.54,47.77,2.0,0.316,1,2.0,0.2391,综合分末位15%
99e28f7c171b6945dc991d1178ffedfe,7daca0837f033a41a6f3428c18657533,高价带(100+),2,559.98,279.99,2.0,0.109,2,1.0,0.2391,综合分末位15%
20a5aefe5c61d9047acc46a0970e4908,f3da5b2ff499efb8d4a6d371d175d7dd,中高价带(50-100),2,117.8,58.9,2.25,0.293,2,1.0,0.2388,综合分末位15%
c8327011b01e4666db6770ebb8a86fa9,d94a40fd42351c259927028d163af842,高价带(100+),3,447.0,149.0,2.0,0.361,2,1.5,0.2384,差评硬规则(均分<3.0且销量≥3)
c770c3d5ab511e88a96d387bdb0b6ce0,e06f09ec0a4aca210779cf1cfc63cf19,中高价带(50-100),2,110.0,55.0,2.0,0.38,1,2.0,0.2379,综合分末位15%
5742ee1a5d941486111ab986f6611735,99a54764c341d5dc80b4a8fac4eba3fb,中价带(25-50),2,79.6,39.8,3.0,1.847,4,0.5,0.237,综合分末位15%
0124d1581f26143e988b8e1a4b7adab7,ca3bd7cd9f149df75950150d010fe4a2,低价带(<25),2,48.6,24.3,2.0,0.451,1,2.0,0.2345,综合分末位15%
fdbf9f9491572857107621c9e0c5d59c,a49928bcdf77c55c6d6e05e09a9b4ca5,低价带(<25),3,57.0,19.0,2.33,0.406,5,0.6,0.2326,差评硬规则(均分<3.0且销量≥3)
830814a623453adb6e343fb0260e3810,f9903dd0f812c7e771fcad47b6fff231,高价带(100+),1,289.99,289.99,2.0,0.098,1,1.0,0.2325,综合分末位15%
2852bc2e54973155081dc04bff585ac4,ed8cb7b190ceb6067227478e48cf8dde,低价带(<25),2,49.98,24.99,2.0,0.551,1,2.0,0.232,综合分末位15%
b5661cf46c147805adc83695fb04f487,c6381d2d013342748761e906d45aff76,中高价带(50-100),4,276.0,69.0,2.0,0.37,3,1.333,0.231,差评硬规则(均分<3.0且销量≥3)
f201c94e7d8aa11b6ab049d69730309d,ca3bd7cd9f149df75950150d010fe4a2,高价带(100+),4,677.6,169.4,1.0,0.122,1,4.0,0.2305,差评硬规则(均分<3.0且销量≥3)
a233e06dacf6de1293acf72ab6e9fe52,cc63f0dd2acba93ffed4fe9f8e0321fa,高价带(100+),1,199.9,199.9,2.0,0.099,1,1.0,0.2302,综合分末位15%
724d8701e060e57764e2a0d4a4c0bb0d,cc5a78bbad32776dc4e3af205218368c,低价带(<25),2,11.7,5.85,3.0,3.116,1,2.0,0.229,综合分末位15%
2a7835ac39ba7753ece75242d290f044,8ff1a9df749e454105c55cda13e79143,高价带(100+),1,149.9,149.9,2.0,0.102,1,1.0,0.2288,综合分末位15%
aaea62612b84679ddf91cbdda1183e7e,556a6409838156ea299c9d1f9e2dde43,高价带(100+),1,157.9,157.9,2.0,0.122,1,1.0,0.2285,综合分末位15%
674be5e777bdff41cf05194fa4e8b64d,688756f717c462a206ad854c5027a64a,高价带(100+),1,123.0,123.0,2.0,0.107,1,1.0,0.228,综合分末位15%
a52dba3d501f168fc53246f8f8798249,7b7f91e98f8c6def45a1407923304402,低价带(<25),5,124.45,24.89,1.8,0.647,2,2.5,0.2276,差评硬规则(均分<3.0且销量≥3)
df42f27d852d49828f9f9fcbf29820d3,8e6cc767478edae941d9bd9eb778d77a,低价带(<25),2,46.06,23.03,2.0,0.729,1,2.0,0.2274,综合分末位15%
ecf23a6c1689e2bed38171ececac6138,5b179e9e8cc7ab6fd113a46ca584da81,高价带(100+),7,889.3,127.04,1.57,0.12,5,1.4,0.2272,差评硬规则(均分<3.0且销量≥3)
