product_id,seller_id,price_band,items,gmv,avg_price,avg_review,freight_ratio,months_active,velocity,score
30048c2138eb22aebd13d31c07ba226b,c68fb906c8f4b4b946d8386bfa6e5467,中高价带(50-100),5,498.75,99.75,4.4,0.222,1,5.0,0.453
91c8b0b45d889119f8dd2a0294282ee6,98dac6635aee4995d501a3972e047414,低价带(<25),6,45.78,7.63,5.0,1.98,1,6.0,0.4518
b2775a101dfacb48184ed1c1cb4a278b,aced59e9b31ef866a94f9e7f29d8d418,高价带(100+),5,1950.0,390.0,5.0,0.129,12,0.417,0.4517
5ccaf4192eb1b45ada109ad4152de5dc,0725b8c0f3f906e58f70cbe76b7c748c,中高价带(50-100),3,269.97,89.99,5.0,0.188,1,3.0,0.4514
1c6771d60124b84ada98e8f67ba111db,e9779976487b77c6d4ac45f75ec7afe9,低价带(<25),6,23.88,3.98,5.0,1.977,1,6.0,0.4513
0eee5c8d0dc71aeb3fcead3dd83abc07,91f848e9f4be368f4318775aac733370,中高价带(50-100),3,264.3,88.1,5.0,0.195,1,3.0,0.4511
e90ed53e840b695011804e816dc3bdd6,ca3bd7cd9f149df75950150d010fe4a2,高价带(100+),3,363.0,121.0,5.0,0.305,1,3.0,0.4508
f7f59e6186e10983a061ac7bdb3494d6,729f06993dac8e860d4f02d7088ca48a,中价带(25-50),39,1361.1,34.9,4.82,0.505,16,2.438,0.4505
eb464e3e06e2701a532c9f08a774d0d0,febab0275244b9a49a623f0bd613ca2f,低价带(<25),4,67.2,16.8,5.0,0.705,1,4.0,0.4502
b00ac0753288344fef1ce8c5ac37f89d,994f04b3718c2bab35c2adfa8afecd2a,中高价带(50-100),3,209.7,69.9,5.0,0.176,1,3.0,0.4501
31f2e4933e944d9fec681a639581accf,8ff1a9df749e454105c55cda13e79143,中高价带(50-100),3,239.7,79.9,5.0,0.231,1,3.0,0.4495
eefc086ab9cdb9fbf8e27f2541049e3b,cfd7ddab722b902f7ac5b5f3ba6d723d,高价带(100+),2,1497.0,748.5,5.0,0.162,2,1.0,0.4493
18259c4bc4c6431e6106fa20c6666d26,994f04b3718c2bab35c2adfa8afecd2a,中价带(25-50),3,149.7,49.9,5.0,0.195,1,3.0,0.4481
b3e62451b0073eb78f48426d3832b8d2,382229d1e840115ffe3dbf5ff460e417,高价带(100+),2,699.98,349.99,5.0,0.089,1,2.0,0.4478
743faa1bbabdf4abcbd2443fcc33fca9,3968920b9aa752ab98f7d5888c9252f2,中高价带(50-100),3,165.0,55.0,5.0,0.233,1,3.0,0.4476
f688535e8e2f269c27dfb305d8e6ffbd,cc63f0dd2acba93ffed4fe9f8e0321fa,中高价带(50-100),6,578.0,96.33,4.0,0.205,1,6.0,0.4476
34399bd4587bcbde51fe12d9a872b49a,165b1235e9e9942cb5fae67103576fb0,高价带(100+),2,627.8,313.9,5.0,0.052,1,2.0,0.4469
1e618d311a1b7f88a9d96ec50aa85582,d94a40fd42351c259927028d163af842,高价带(100+),21,2739.0,130.43,4.24,0.252,11,1.909,0.4468
b0c61d992e2adf05e5281a2d7f524a1f,f0b47fbbc6dee9aafe415a6e33051b3f,中价带(25-50),3,104.34,34.78,5.0,0.251,1,3.0,0.4456
521a361808bedd9fffb32181e501e09b,5b179e9e8cc7ab6fd113a46ca584da81,高价带(100+),16,2398.4,149.9,3.94,0.105,5,3.2,0.4451
839321c2db7b3b3eaff4944c3b052ecd,d25aa0aaacb370e912f8cf6efeba38b3,高价带(100+),15,1757.16,117.14,4.47,0.309,6,2.5,0.4447
4338d9da0d2fabd85d1f0adb30b2789d,6ec1a01e866584bb679eb9b098345919,中价带(25-50),3,107.97,35.99,5.0,0.293,1,3.0,0.4446
66077cc774ac8ba7c7fcb45fd8e03474,01cf7e3d21494c41fb86034f2e714fa1,中高价带(50-100),13,1228.7,94.52,4.15,0.23,3,4.333,0.4445
fbf7215badcb7ebd5b322b71a0733fb8,fe87f472055fbcf1d7e691c00b1560dc,高价带(100+),2,598.0,299.0,5.0,0.124,1,2.0,0.4443
2d9ea8e50b1cfa0b4e2678e63ffaf630,59b22a78efb79a4797979612b885db36,高价带(100+),1,1149.0,1149.0,5.0,0.03,1,1.0,0.4437
32a0c903321b383d2df2bb7d835ad2e8,33a17d60c64393351ebf1ef860f4e0f2,高价带(100+),2,479.8,239.9,5.0,0.04,1,2.0,0.4434
b0ea6f97e1aecad7903455638ece5a26,0be8ff43f22e456b4e0371b2245e4d01,中价带(25-50),3,119.7,39.9,5.0,0.378,1,3.0,0.4427
8bd66662b25462ac84d850fbb7e71f43,59b22a78efb79a4797979612b885db36,高价带(100+),1,1099.0,1099.0,5.0,0.024,1,1.0,0.4426
4c973b1f6f4357bcdcd7598abe7912bc,59b22a78efb79a4797979612b885db36,高价带(100+),1,1099.0,1099.0,5.0,0.024,1,1.0,0.4426
6a31191d5ac5852b0478f6e245ac5b02,7357b52d27cbaa90f81a96cbc1279396,高价带(100+),10,1198.3,119.83,4.6,0.156,4,2.5,0.4424
c784aabc6d8366b8fd85eaf9631cf96f,671585f5a2af58b6e276bc01003c0d2b,中价带(25-50),8,360.0,45.0,4.63,0.417,2,4.0,0.4419
5bd3ba44eb990450377a2cd863821cca,38e679b9e0064cd94c6f035707344dae,高价带(100+),9,1729.6,192.18,4.44,0.161,4,2.25,0.4416
6b5170a2d3ae93a38e63f17b356da239,3be634553519fb6536a03e1358e9fdc7,中价带(25-50),3,101.97,33.99,5.0,0.419,1,3.0,0.4413
574597aaf385996112490308e37399ce,febab0275244b9a49a623f0bd613ca2f,中价带(25-50),24,1176.0,49.0,4.83,0.314,13,1.846,0.4411
610ab592e0d325dee460ae2c00f1a85c,077c5fae4bea9500e3737b16f71b9d3a,中价带(25-50),3,86.4,28.8,5.0,0.414,1,3.0,0.441
f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,中价带(25-50),17,836.3,49.19,4.53,0.307,5,3.4,0.4403
cf72ea5c0b07fa8213ced10ed9182597,28872dc528e978a639754bc8c2ce5a4c,高价带(100+),1,1009.9,1009.9,5.0,0.029,1,1.0,0.4402
0f6aa686ebf2fa68554cc24d4d29db5a,32b8764b4ef628b53608fc34011fcc13,高价带(100+),9,1863.0,207.0,4.67,0.459,6,1.5,0.4391
76af9e7b28825784063eef745c2bb63a,10ff823eda2b032e2c93d17a7d294736,高价带(100+),2,337.8,168.9,5.0,0.09,1,2.0,0.4385
d38b73f9519632415b56acb83abc77fa,575df70bde3f9f2b30bf8d2e9910d725,高价带(100+),2,399.8,199.9,5.0,0.169,1,2.0,0.4381
3c839ed874f2e0444a38bfc8daf5ad5e,b8114f2f589a6804810f04f99b36b498,高价带(100+),3,484.26,161.42,4.67,0.132,1,3.0,0.4376
21fd3b391a97c2fedab9d0efdd183a93,9de4643a8dbde634fe55621059d92273,高价带(100+),8,3940.91,492.61,3.88,0.056,14,0.571,0.4371
585e7f7e97e55cb9e74556236b43b0be,dfa0c4c6229ab200a4a1336b4d7128ff,中价带(25-50),3,80.7,26.9,5.0,0.568,1,3.0,0.437
8d1e9f9f3d7126c5ccdfb50c10c8e444,9b76ad3d04236f76bc71c59470305e13,高价带(100+),2,329.8,164.9,5.0,0.145,1,2.0,0.4369
4b96786612ebe7463132fce2c4dca136,d94a40fd42351c259927028d163af842,中高价带(50-100),5,416.5,83.3,4.2,0.287,1,5.0,0.4368
0cb3a271c0da633b811ac57f0c63d48d,98dac6635aee4995d501a3972e047414,高价带(100+),2,248.4,124.2,5.0,0.065,1,2.0,0.4368
325e75d20ca67d859f707129be35878e,b499c00f28f4b7069ff6550af8c1348a,中价带(25-50),5,224.95,44.99,5.0,0.405,2,2.5,0.4362
aef98ce647739e381bae28e004c63235,671585f5a2af58b6e276bc01003c0d2b,中价带(25-50),5,200.0,40.0,5.0,0.385,2,2.5,0.4361
cf2f4b488fc5808e6c78366a0b73b4a8,b32be1695eb7ec5f10f72d9610a12527,高价带(100+),1,849.0,849.0,5.0,0.048,1,1.0,0.4356
9e56753b5a372958503c899615659254,0725b8c0f3f906e58f70cbe76b7c748c,中价带(25-50),3,86.34,28.78,5.0,0.638,1,3.0,0.4353
d7eb9229e8b6c34f6d8333caf9533f69,5075aaa8404020ae6aa8bf4792099b41,高价带(100+),1,799.0,799.0,5.0,0.024,1,1.0,0.4349
710b7c26b7a742f497bba45fab91a25f,98dac6635aee4995d501a3972e047414,低价带(<25),6,126.9,21.15,4.0,0.262,1,6.0,0.4346
1a6c9da4039deae58c2b769f049ae121,ed4311e67debd72b8610a5347a743087,中高价带(50-100),5,485.0,97.0,4.8,0.239,2,2.5,0.4346
5d08ef63cf250136d1e5d2ba85656a8c,b32be1695eb7ec5f10f72d9610a12527,高价带(100+),1,949.0,949.0,5.0,0.205,1,1.0,0.4342
24c002cf6aa7f3c184a964064e2a2e5c,df91910b6a03bb2e3358fa6a35e32f6f,高价带(100+),3,566.7,188.9,5.0,0.153,2,1.5,0.4342
2b849e71ada03a262ef4338a7abd8b79,f8db351d8c4c4c22c6835c19a46f01b0,高价带(100+),10,1049.0,104.9,4.3,0.159,3,3.333,0.434
d8a5b759acaff49096bf67c33d9a9372,297d5eccd19fa9a83b2630071ff105e4,中高价带(50-100),2,196.0,98.0,5.0,0.127,1,2.0,0.4339
4daad1d90efd466b4c3889b4421f5610,3be634553519fb6536a03e1358e9fdc7,中高价带(50-100),4,239.6,59.9,4.5,0.287,1,4.0,0.4339
0e6fa23228936f89de3fa23d8fe80a23,55bb6fe5bebe5012e2d7d9928e1128ff,高价带(100+),2,240.0,120.0,5.0,0.198,1,2.0,0.4333
fa0125a234fa85a755371fa0ea37361a,0adac9fbd9a2b63cccaac4f8756c1ca8,中高价带(50-100),2,199.8,99.9,5.0,0.165,1,2.0,0.4331
b2f15c23f560da3b247e1090d9d12be7,2ff97219cb8622eaf3cd89b7d9c09824,低价带(<25),12,214.8,17.9,4.92,0.661,4,3.0,0.4331
83caf799100f6f9418e0eb2950b757af,729f06993dac8e860d4f02d7088ca48a,中价带(25-50),5,170.0,34.0,5.0,0.476,2,2.5,0.433
8a1c109f0d2621c441b0ba6846a75890,9baf5cb77970f539089d09a38bcec5c3,高价带(100+),1,720.99,720.99,5.0,0.025,1,1.0,0.4329
633a2a64a6478966e0b6805ea708de58,4830e40640734fc1c52cd21127c341d4,中价带(25-50),12,468.0,39.0,4.83,0.296,5,2.4,0.4329
176e81d05865d1cf72d45caf8023268d,f0b47fbbc6dee9aafe415a6e33051b3f,中价带(25-50),3,89.97,29.99,5.0,0.738,1,3.0,0.4329
2c446ef2d2415f2c802a41573824282d,95e03ca3d4146e4011985981aeb959b9,中高价带(50-100),2,139.8,69.9,5.0,0.114,1,2.0,0.4328
266bc9a69487d12f125e4af1b5da3d32,e333046ce6517bd8bb510291d44f0130,高价带(100+),2,238.0,119.0,5.0,0.216,1,2.0,0.4328
03233a6dca60544336766af227f78f09,ca3bd7cd9f149df75950150d010fe4a2,中高价带(50-100),2,159.6,79.8,5.0,0.147,1,2.0,0.4325
46c01e269265ddd1b66ccc8b4588a411,31be790e64fc99f8ff48ec2bd18a3104,中价带(25-50),4,179.6,44.9,4.5,0.281,1,4.0,0.4325
81e32892fb8587aa24b175d42bb6bfcc,f8db351d8c4c4c22c6835c19a46f01b0,中高价带(50-100),2,191.8,95.9,5.0,0.183,1,2.0,0.4324
d4dccae17c83ffbaafc50d763503e9eb,4bfc7a4a1cf8d4d2121c27422d9e50b5,中高价带(50-100),16,1006.4,62.9,4.5,0.232,6,2.667,0.4322
9799c69682bf50ba578e6b9c9886b607,186cdd1b2df32caa72cfb410bba768d3,高价带(100+),1,859.9,859.9,5.0,0.192,1,1.0,0.4322
803668f063859a1f96b67b83b71e86ef,df91910b6a03bb2e3358fa6a35e32f6f,中高价带(50-100),5,384.0,76.8,4.8,0.233,2,2.5,0.4321
0fb3fae6c3a74bc9fd48a66d0be5f378,5e105f5c9f63f5f1fd75d6cb942e55b1,高价带(100+),1,749.0,749.0,5.0,0.083,1,1.0,0.4321
38f3677364ecf032090b33915b155161,ce7d1888639e6fb06b2749cbfdac1ff7,高价带(100+),8,1104.0,138.0,5.0,0.229,12,0.667,0.4318
471494e1cf6517d6187de96db848eb29,65febd49fd28ec955651299159b1f527,中高价带(50-100),2,141.98,70.99,5.0,0.157,1,2.0,0.4318
0a407038cdb51df51fa8d01c54fa05f0,3ab971ce71839580d2ae5b4e40fe8044,高价带(100+),6,704.5,117.42,4.83,0.315,3,2.0,0.4316
2229e1a49998dfdfb513683e0e378ae8,7722b1df1b0e383e000397b2c11e3e19,中高价带(50-100),2,119.8,59.9,5.0,0.148,1,2.0,0.4315
4cf208eb95726ebefc2567bebba903bf,6548c2550b6e2d8f18053216e1c7b6f3,中高价带(50-100),2,178.0,89.0,5.0,0.207,1,2.0,0.4315
4f5459b07e4a3e0897228ccfe3aa474d,2ff97219cb8622eaf3cd89b7d9c09824,中高价带(50-100),2,199.8,99.9,5.0,0.233,1,2.0,0.4314
b166907a5770631b7deedd0891b1b7ab,febab0275244b9a49a623f0bd613ca2f,中高价带(50-100),2,149.7,74.85,5.0,0.191,1,2.0,0.4311
f4389fea64847825b7aa2884528b5d22,7ade73f1b9b4e965f9009a4c3a7e2c15,中高价带(50-100),2,159.8,79.9,5.0,0.209,1,2.0,0.431
1f67ce45ef6e16a7f2f56674dabd5f40,6edacfd9f9074789dad6d62ba7950b9c,中高价带(50-100),2,115.8,57.9,5.0,0.161,1,2.0,0.431
c82a4bcc05f054e3084e20df4ee969cf,8ca5b19e0263150d2c57afdde2b3d011,中高价带(50-100),2,145.8,72.9,5.0,0.196,1,2.0,0.4309
056193fc88b3f131fae751356896b168,7a241947449cc45dbfda4f9d0798d9d0,高价带(100+),7,908.94,129.85,4.86,0.227,5,1.4,0.4307
82b73150f90f4fef92913e35b9984bb7,91f848e9f4be368f4318775aac733370,中高价带(50-100),11,1025.99,93.27,4.18,0.198,3,3.667,0.4306
df4742649bd28492e5e306d2742cdfcb,c679fb69a36e1d8349e8c50a217b4d58,中高价带(50-100),2,111.96,55.98,5.0,0.173,1,2.0,0.4306
5994a2fdff4b0f9ca4376c4226adb442,33a17d60c64393351ebf1ef860f4e0f2,高价带(100+),14,1837.64,131.26,4.5,0.284,10,1.4,0.4305
1cd7f362c94c8a3a854103a8da2d8f43,994f04b3718c2bab35c2adfa8afecd2a,中高价带(50-100),2,119.8,59.9,5.0,0.196,1,2.0,0.4303
fa9cc1dfd86d0877d43101973bf26eee,b347677812ea483b0f528eaf8cbc09b7,高价带(100+),2,878.0,439.0,5.0,0.067,3,0.667,0.4301
641aef802951b7cb93574143819fac79,7722b1df1b0e383e000397b2c11e3e19,中价带(25-50),2,99.8,49.9,5.0,0.187,1,2.0,0.43
59cca754c20b7b0322b24dab95a81be5,f76a3b1349b6df1ee875d1f3fa4340f0,高价带(100+),2,208.0,104.0,5.0,0.294,1,2.0,0.43
ddee1b747d9681ef016a78e77937e950,8e6cc767478edae941d9bd9eb778d77a,中高价带(50-100),2,149.8,74.9,5.0,0.237,1,2.0,0.43
11db6c59cf27f88135b79aee6c3f86cb,b81e3a6c866a764974fe849821abeebd,高价带(100+),2,217.8,108.9,5.0,0.33,1,2.0,0.4294
e16045eef2ff02ee2a6469e167958bb0,c6381d2d013342748761e906d45aff76,中高价带(50-100),2,135.98,67.99,5.0,0.245,1,2.0,0.4294
4f5459b07e4a3e0897228ccfe3aa474d,2ff97219cb8622eaf3cd89b7d9c09824,高价带(100+),3,335.7,111.9,5.0,0.111,2,1.5,0.4294
87290188bdd2822babc1331bb6bca5e2,5cbbd5a299cab112b7bf23862255e43e,高价带(100+),4,794.68,198.67,5.0,0.106,5,0.8,0.4293
11dcc970f7a5581e1bf777b6da3f7096,06579cb253ecd5a3a12a9e6eb6bf8f47,中高价带(50-100),32,2222.8,69.46,4.03,0.276,13,2.462,0.4293
1ec8a5b7b30228bf933cb71d7be5ccb7,edc518ba25576a0188a0e8f2c3af186f,高价带(100+),1,733.3,733.3,5.0,0.184,1,1.0,0.4292
ddfaa1c2e19f82a47043c5f5ee1376d1,59b22a78efb79a4797979612b885db36,高价带(100+),2,598.0,299.0,5.0,0.048,2,1.0,0.4291
e4ef515e041ce5062868aacf106df8b3,ca3bd7cd9f149df75950150d010fe4a2,中高价带(50-100),5,491.5,98.3,5.0,0.396,3,1.667,0.429
ce9b5e2f3503d1142f9c9866db452633,d94ba08b99bedd6a5f6c875ecc4a6fac,中高价带(50-100),9,539.1,59.9,4.78,0.3,4,2.25,0.4289
18aee3ce70a5fc870a85f59f409c91f9,3be634553519fb6536a03e1358e9fdc7,中价带(25-50),2,99.8,49.9,5.0,0.235,1,2.0,0.4288
f5b952758d88a5995ae5c8208a63b913,dfc475d54e1b6dbeeb7d7d9bdaa63827,高价带(100+),8,953.2,119.15,4.88,0.221,7,1.143,0.4288
3d82497d58f46e57e5fdb6cd68a03a2b,432c37c9dfba871172ec162e20118b8c,中高价带(50-100),2,119.98,59.99,5.0,0.264,1,2.0,0.4285
6eca85eeeb222dea025ec02b288a09a8,4992e76a42cb3aad7a7047e0d3d7e729,中价带(25-50),2,79.8,39.9,5.0,0.226,1,2.0,0.4285
d0a672bae47ae7c26b8e1e2ec152edcf,94e93ce877be27a515118dbfd2c2be41,高价带(100+),10,1639.0,163.9,4.0,0.244,3,3.333,0.4282
36df104745cb6dd332bd1eff627af709,0adac9fbd9a2b63cccaac4f8756c1ca8,低价带(<25),4,38.92,9.73,5.0,1.552,1,4.0,0.4282
3c5229dee6997f28485a65cbabceacb8,dfa0c4c6229ab200a4a1336b4d7128ff,中高价带(50-100),2,126.0,63.0,5.0,0.288,1,2.0,0.4281
1f689385c7b14e8d5c593a1045c82776,cd06602b43d8800bd0afad514919d35c,中高价带(50-100),2,126.4,63.2,5.0,0.29,1,2.0,0.4281
e31c5933157c3e4134a0f536f7bcc14e,594f9aaa48e5bf431f011ddc5669b0d5,中价带(25-50),2,99.8,49.9,5.0,0.261,1,2.0,0.4281
1e15e15a2cf0210505c942496b19c917,960945e1a9535cbc0cd6ddd35fbe7ae8,中价带(25-50),2,75.0,37.5,5.0,0.24,1,2.0,0.428
8684bd8f93b4f4038d07188a23811e93,cc63f0dd2acba93ffed4fe9f8e0321fa,中高价带(50-100),2,138.0,69.0,5.0,0.307,1,2.0,0.4279
